loai,thanh_phan,trang_thai,meaning_en,meaning_vi,bien_the,ghi_chu
Root,branch,Đã có trong MorphLink,"a part of a tree that grows out from the main stem and on which leaves, flowers and fruit grow","chi nhánh, cành cây",không có biến thể đáng kể,
Root,brand,Đã có trong MorphLink,"a type of product, service, etc. made or offered by a particular company under a particular name",thương hiệu,không có biến thể đáng kể,
Root,brave,Đã có trong MorphLink,"willing to do things that are difficult, dangerous or painful; not afraid",dũng cảm,không có biến thể đáng kể,
Root,bread,Đã có trong MorphLink,"a type of food made from flour, water and usually yeast mixed together and baked",bánh mì,không có biến thể đáng kể,
Root,break,Đã có trong MorphLink,"a short period of time when you stop what you are doing and rest, eat, etc.","phá vỡ, nghỉ giải lao",không có biến thể đáng kể,
Root,breast,Đã có trong MorphLink,either of the two round soft parts at the front of a woman’s body that produce milk when she has had a baby,ngực,không có biến thể đáng kể,
Root,breath,Đã có trong MorphLink,the air that you take into your lungs and send out again,hơi thở,không có biến thể đáng kể,
Root,breed,Đã có trong MorphLink,"a particular type of animal that has been developed by people in a certain way, especially a type of dog, cat or farm animal","nhân giống, giống loài",không có biến thể đáng kể,
Root,brick,Đã có trong MorphLink,"baked clay used for building walls, houses and other buildings; an individual block of this",gạch,không có biến thể đáng kể,
Root,bride,Đã có trong MorphLink,"a woman on her wedding day, or just before or just after it",cô dâu,không có biến thể đáng kể,
Root,bridge,Đã có trong MorphLink,"a structure that is built over a road, railway, river, etc. so that people, vehicles, etc. can cross from one side to the other",cây cầu,không có biến thể đáng kể,
Root,brief,Đã có trong MorphLink,lasting only a short time; short,ngắn gọn,không có biến thể đáng kể,
Root,bright,Đã có trong MorphLink,full of light; shining strongly,"sáng, thông minh",không có biến thể đáng kể,
Root,bring,Đã có trong MorphLink,to come to a place with somebody/something,mang đến,không có biến thể đáng kể,
Root,broad,Đã có trong MorphLink,wide,rộng lớn,không có biến thể đáng kể,
Root,brother,Đã có trong MorphLink,a boy or man who has the same parents as another person,anh/em trai,không có biến thể đáng kể,
Root,brown,Đã có trong MorphLink,having the colour of earth or coffee,màu nâu,không có biến thể đáng kể,
Root,brush,Đã có trong MorphLink,"an object made of short stiff hairs (called bristles) or wires set in a block of wood or plastic, usually attached to a handle. Brushes are used for many different jobs, such as cleaning, painting and tidying your hair.","bàn chải, chải",không có biến thể đáng kể,
Root,bubble,Đã có trong MorphLink,"a ball of air or gas in a liquid, or a ball of air inside a solid substance such as glass",bong bóng,không có biến thể đáng kể,
Root,buck,Đã có trong MorphLink,"a US, Australian or New Zealand dollar; a South African rand; an Indian rupee","đô la (tiếng lóng), con nai",không có biến thể đáng kể,
Root,budget,Đã có trong MorphLink,the money that is available to a person or an organization and a plan of how it will be spent over a period of time,ngân sách,không có biến thể đáng kể,
Root,bug,Đã có trong MorphLink,any small insect,"côn trùng, lỗi phần mềm",không có biến thể đáng kể,
Root,build,Đã có trong MorphLink,"to make something, especially a building, by putting parts together",xây dựng,không có biến thể đáng kể,
Root,bulk,Đã có trong MorphLink,the main part of something; most of something,khối lượng lớn,không có biến thể đáng kể,
Root,bullet,Đã có trong MorphLink,a small metal object that is fired from a gun,viên đạn,không có biến thể đáng kể,
Root,bunch,Đã có trong MorphLink,a number of things of the same type which are growing or fastened together,"chùm, bó",không có biến thể đáng kể,
Root,burden,Đã có trong MorphLink,"a duty, responsibility, etc. that causes worry, difficulty or hard work",gánh nặng,không có biến thể đáng kể,
Root,burn,Đã có trong MorphLink,"an injury or a mark caused by fire, heat or acid",đốt cháy,không có biến thể đáng kể,
Root,burst,Đã có trong MorphLink,"to break open or apart, especially because of pressure from inside; to make something break in this way",nổ tung,không có biến thể đáng kể,
Root,bury,Đã có trong MorphLink,to place a dead body in the ground,chôn cất,không có biến thể đáng kể,
Root,bus,Đã có trong MorphLink,"a large road vehicle that carries passengers, especially one that travels along a fixed route and stops regularly to let people get on and off",xe buýt,không có biến thể đáng kể,
Root,bush,Đã có trong MorphLink,a plant that grows thickly with several hard stems coming up from the root,bụi cây,không có biến thể đáng kể,
Root,business,Đã có trong MorphLink,"the activity of making, buying, selling or supplying goods or services for money",kinh doanh,không có biến thể đáng kể,
Root,busy,Đã có trong MorphLink,having a lot to do; perhaps not free to do something else because you are working on something,bận rộn,không có biến thể đáng kể,
Root,butter,Đã có trong MorphLink,"a soft yellow food made from cream, used in cooking and for spreading on bread",bơ,không có biến thể đáng kể,
Root,button,Đã có trong MorphLink,"a small round piece of metal, plastic, etc. that is sewn onto a piece of clothing and used for fastening two parts together","cúc áo, nút bấm",không có biến thể đáng kể,
Root,buy,Đã có trong MorphLink,to obtain something by paying money for it,mua,không có biến thể đáng kể,
Root,by,Đã có trong MorphLink,past,"bởi, bằng",không có biến thể đáng kể,
Root,bye,Đã có trong MorphLink,goodbye,tạm biệt,không có biến thể đáng kể,
Root,cabinet,Đã có trong MorphLink,a group of senior members of a government that is responsible for advising and deciding on government policy,"tủ, nội các",không có biến thể đáng kể,
Root,cake,Đã có trong MorphLink,"a sweet food made from a mixture of flour, eggs, butter, sugar, etc. that is baked in an oven. Cakes are made in various shapes and sizes and are often decorated, for example with cream or icing.",bánh ngọt,không có biến thể đáng kể,
Root,call,Đã có trong MorphLink,the act of speaking to somebody on the phone,gọi,không có biến thể đáng kể,
Root,calm,Đã có trong MorphLink,"not excited, nervous or upset",bình tĩnh,không có biến thể đáng kể,
Root,camera,Đã có trong MorphLink,"a piece of equipment for taking photographs, moving pictures or television pictures. It can be a separate item or part of another device.",máy ảnh,không có biến thể đáng kể,
Root,camp,Đã có trong MorphLink,a place where people live temporarily in tents or temporary buildings,trại,không có biến thể đáng kể,
Root,campaign,Đã có trong MorphLink,"a series of planned activities that are intended to achieve a particular social, commercial or political aim",chiến dịch,không có biến thể đáng kể,
Root,can,Đã có trong MorphLink,a metal container in which food and drink is sold,"có thể, lon",không có biến thể đáng kể,
