word,pos,structure,meaning_en,meaning_vi
liberate,verb,[liber]-ate,"to set someone or something free, especially from imprisonment or oppression","giải phóng, giải thoát"
likelier,adjective,[likely]-er,more likely; more probable,"có khả năng hơn, dễ xảy ra hơn"
likelihood,noun,[likely]-hood,the state of being probable; probability,khả năng xảy ra
lima,noun,[lima],the capital city of Peru; also a small flat bean,"Lima, thủ đô Peru; hoặc đậu lima"
liquidate,verb,[liquid]-ate,"to convert assets into cash, especially to pay off debts",thanh lý (tài sản thành tiền mặt)
lisbon,noun,[lisbon],the capital and largest city of Portugal,"Lisbon, thủ đô Bồ Đào Nha"
loaf,noun,[loaf],a shaped mass of bread baked in one piece,ổ bánh mì
loaf,verb,[loaf],"to spend time idly or lazily, avoiding work","la cà, chơi bời lười biếng, trốn việc"
locksmith,noun,[locksmith],a person who makes and repairs locks,thợ khóa
logo,noun,[logo],a symbol or design used by a company or organization to identify its products,"biểu tượng, logo (của công ty/tổ chức)"
longevity,noun,[longev]-ity,"long life, or the length of a person's or thing's life","tuổi thọ, sự trường thọ"
lounge,noun,[lounge],a room in a house or public building where people can sit and relax,phòng khách/phòng chờ để thư giãn
lounge,verb,[lounge],"to sit, stand, or lie in a relaxed, lazy way","ngồi/nằm thư giãn một cách thoải mái, lười biếng"
lovingly,adverb,[love]-ing-ly,in a manner that shows love or great care,"một cách trìu mến, đầy yêu thương"
lucas,noun,[lucas],an English male given name; also a surname,tên riêng nam giới (tiếng Anh); cũng là họ
luggage,noun,[lug]-age,bags and suitcases used for carrying personal belongings while traveling,hành lý
lullaby,noun,[lullaby],a soothing song sung to help a child fall asleep,bài hát ru
mafia,noun,[mafia],"an organized international criminal network, or a group with excessive or hidden influence","mafia, tổ chức tội phạm có tổ chức"
magnetism,noun,[magnet]-ism,"the physical phenomenon produced by the motion of electric charge, resulting in attractive or repulsive forces; also great personal charm","từ tính (vật lý); hoặc sức hút cá nhân, sự lôi cuốn"
magnitude,noun,[magnitude],"the great size, extent, or importance of something","độ lớn, cường độ, tầm quan trọng của cái gì đó"
mannered,adjective,[manner]-ed,affected or artificial in a specified (often exaggerated) way of behaving,"có cung cách/kiểu cách (thường là giả tạo, gò bó)"
mao,noun,[mao],"a monetary unit of China, equal to one tenth of a yuan (also called jiao)","đơn vị tiền tệ Trung Quốc, bằng một phần mười đồng nhân dân tệ (còn gọi là giác)"
marie,noun,[marie],"a common feminine given name, the French form of Mary","tên riêng nữ giới, dạng tiếng Pháp của tên Mary"
marijuana,noun,[marijuana],"the dried leaves and flowers of the cannabis plant, used as a psychoactive drug",cần sa
markedly,adverb,[mark]-ed-ly,noticeably or clearly; to a significant degree,"một cách rõ rệt, đáng kể"
marksman,noun,[mark]-s-[man],"a person skilled in shooting, especially with a rifle","xạ thủ giỏi, tay súng thiện xạ"
marrakesh,noun,[marrakesh],"a city in western Morocco, formerly an imperial capital","thành phố Marrakesh, miền tây Ma-rốc"
marshal,noun,[marshal],"an officer of the highest rank in the armed forces of some countries, or an official responsible for public order at an event",thống chế; sĩ quan phụ trách trật tự công cộng
marshal,verb,[marshal],"to assemble and arrange (troops, resources, or facts) in order","tập hợp, sắp xếp (quân đội, nguồn lực, sự kiện) có tổ chức"
marvelous,adjective,[marvel]-ous,causing great wonder; extremely good or pleasing,"tuyệt vời, kỳ diệu"
mary,noun,[mary],"a common feminine given name; in Christian tradition, the mother of Jesus","tên riêng nữ giới; trong Kitô giáo, tên của Đức Mẹ Maria"
masquerade,noun,[masquerade],a false show or pretense; a party or dance at which people wear masks and costumes,"sự giả trang, vỏ bọc giả tạo; buổi dạ hội hóa trang"
masquerade,verb,[masquerade],to pretend to be someone or something else in order to deceive people,"giả trang, giả danh (để đánh lừa người khác)"
massacre,noun,[massacre],the deliberate and violent killing of a large number of people,cuộc thảm sát
me,pronoun,[me],used by a speaker to refer to themselves as the object of a verb or preposition,"tôi, tớ (dùng làm tân ngữ)"
measles,noun,[measles],"an acute, highly contagious viral disease causing fever and a red skin rash",bệnh sởi
measurably,adverb,[measure]-ably,to an extent that can be measured; noticeably,"một cách có thể đo lường được, đáng kể"
mediator,noun,[mediate]-or,a person who tries to help two opposing sides in a dispute reach an agreement,người trung gian hòa giải
medina,noun,[medina],"the old, walled part of a North African city",khu phố cổ (thành cổ) có tường bao ở một thành phố Bắc Phi
meltdown,noun,[melt]-down,"a disastrous event, especially the melting of a nuclear reactor core, or an emotional collapse",sự cố tan chảy lò phản ứng hạt nhân; sự suy sụp/khủng hoảng tinh thần
memo,noun,[memo],"a short official note or message, especially in a business setting","bản ghi nhớ, thông báo nội bộ ngắn gọn"
memorial,noun,[memorial],"a statue, structure, or event established to remind people of a person or event","đài tưởng niệm, lễ tưởng niệm"
memorial,adjective,[memorial],serving to preserve the memory of a person or event,mang tính tưởng niệm
mendelssohn,noun,[mendelssohn],"the surname of Felix Mendelssohn, a 19th-century German composer","họ Mendelssohn (Felix Mendelssohn, nhà soạn nhạc Đức thế kỷ 19)"
merchandise,noun,[merchandise],goods that are bought and sold; commercial products,hàng hóa
meritocracy,noun,[merit]-o-cracy,a system in which power and advancement are given based on ability and achievement,chế độ trọng dụng nhân tài (dựa trên năng lực)
methodology,noun,[method]-o-logy,a system of methods used in a particular field of study or activity,phương pháp luận
meticulous,adjective,[meticulous],showing great attention to detail; very careful and precise,"tỉ mỉ, cẩn thận, chi tiết"
miami,noun,[miami],"a city in southeastern Florida, United States","thành phố Miami, bang Florida, Hoa Kỳ"
mime,noun,[mime],"the theatrical technique of acting out a story without words, using only gesture and movement",kịch câm; nghệ thuật diễn kịch câm
mime,verb,[mime],"to act or express something using only gesture and facial expression, without speaking","diễn tả bằng cử chỉ, không lời (như kịch câm)"
mimicry,noun,[mimic]-ry,"the action or art of imitating someone or something, often for comic effect or protection","sự bắt chước, nhại lại"
mini,adjective,[mini],very small of its kind; much smaller than usual,"nhỏ, mini, thu nhỏ"
misconduct,noun,mis-[conduct],"behavior that is unacceptable or wrong, especially by a professional person","hành vi sai trái, vi phạm đạo đức nghề nghiệp"
mishap,noun,mis-[hap],"an unlucky accident, especially one that is not very serious","sự cố nhỏ, tai nạn bất ngờ (không nghiêm trọng)"
misinterpretation,noun,mis-[interpret]-ation,a failure to understand or explain something correctly,"sự hiểu sai, diễn giải sai"
misjudgment,noun,mis-[judge]-ment,a wrong or unfair judgment or assessment of a situation,"sự đánh giá sai, phán đoán sai lầm"
mockery,noun,[mock]-ery,ridicule or contemptuous teasing; a very inadequate imitation of something,"sự chế giễu, nhạo báng; trò hề"
modernization,noun,[modern]-ization,the process of adapting something to modern needs or habits,sự hiện đại hóa
molestation,noun,[molest]-ation,"the act of sexually abusing or harassing someone, especially a child",hành vi xâm hại/quấy rối tình dục
monetarily,adverb,[monetary]-ly,in terms of money,về mặt tiền bạc
monotony,noun,mono-[tone]-y,lack of variety and interest; tedious repetition and routine,"sự đơn điệu, tẻ nhạt"
moth,noun,[moth],"a nocturnal insect similar to a butterfly, typically with a stout body and dull-colored wings",con bướm đêm
motorbike,noun,[motor]-[bike],"a motorcycle, especially a light one",xe máy
motorcyclist,noun,[motor]-cycl(e)-ist,a person who rides a motorcycle,người lái xe máy/mô tô
motto,noun,[motto],a short sentence or phrase expressing a guiding principle or ideal,"phương châm, khẩu hiệu"
mountainside,noun,[mountain]-[side],the sloping side of a mountain,sườn núi
mourn,verb,[mourn],"to feel or express deep sorrow, especially for someone who has died","than khóc, để tang, thương tiếc"
muck,noun,[muck],"farmyard manure or slimy dirt, especially when unpleasant","phân bón hữu cơ, bùn đất bẩn"
multimedia,noun,multi-[media],"the use of more than one medium of communication, such as text, audio, and video, together",đa phương tiện
mummification,noun,[mummy]-fic-ation,the process of preserving a dead body as a mummy,sự ướp xác
nan,noun,[nan],"a type of soft, leavened flatbread, especially associated with South Asian cuisine",bánh nan (bánh mì dẹt Nam Á)
narrate,verb,[narrate],to give a spoken or written account of events; to provide a commentary for a film or broadcast,"kể chuyện, thuật lại, dẫn chuyện"
narration,noun,[narrate]-ion,the action or process of narrating a story; spoken commentary accompanying a film or broadcast,"sự tường thuật, lời thuyết minh/dẫn chuyện"
nautical,adjective,[nautical],"relating to sailors, ships, or navigation","thuộc về hàng hải, tàu thuyền"
necessitate,verb,[necessitate],to make something necessary or unavoidable as a result or consequence,"đòi hỏi, làm cho cần thiết, tất yếu dẫn đến"
necrosis,noun,[necrosis],"the death of most or all of the cells in an organ or tissue, due to disease or injury",sự hoại tử
negate,verb,[negate],to nullify or make ineffective; to deny the existence of something,"phủ định, làm mất hiệu lực, phủ nhận"
nepalese,adjective,[nepal]-ese,relating to Nepal or its people,thuộc về Nepal
nick,noun,[nick],"a small cut, notch, or chip in a surface or edge","vết cắt nhỏ, vết sứt mẻ"
nick,verb,[nick],to make a small cut or notch in something; (British informal) to steal,"tạo vết cắt nhỏ; (Anh, khẩu ngữ) lấy trộm"
nobility,noun,[noble]-ity,the aristocratic class in a society; the quality of having high moral character,giới quý tộc; phẩm chất cao quý
noisily,adverb,[noisy]-ly,in a noisy manner,một cách ồn ào
noisy,adjective,[noise]-y,making or characterized by a lot of noise,ồn ào
nominally,adverb,[nominal]-ly,"in name only, not necessarily in reality",trên danh nghĩa (chứ không phải trên thực tế)
nonverbal,adjective,non-[verbal],not involving or using words or speech,"phi ngôn ngữ, không lời"
nostril,noun,[nostril],either of the two external openings of the nose,lỗ mũi
