word,trang_thai,cong_thuc_hoac_nguon,meaning_en,meaning_vi
afield,Đã có trong MorphLink,co san trong du lieu goc,off the subject,"a-(không/vô (Hy Lạp); trên/vào (VD aboard)) + field(cánh đồng, lĩnh vực)"
afire,Đã có trong MorphLink,co san trong du lieu goc,lighted up by or as by fire or flame,"a-(không/vô (Hy Lạp); trên/vào (VD aboard)) + fire(lửa, sa thải)"
aflame,Đã có trong MorphLink,co san trong du lieu goc,lighted up by or as by fire or flame,a-(không/vô (Hy Lạp); trên/vào (VD aboard)) + flame(ngọn lửa)
afloat,Đã có trong MorphLink,co san trong du lieu goc,borne on the water,a-(không/vô (Hy Lạp); trên/vào (VD aboard)) + float(nổi)
afoot,Đã có trong MorphLink,co san trong du lieu goc,on foot,a-(không/vô (Hy Lạp); trên/vào (VD aboard)) + foot(bàn chân)
afterbirth,Đã có trong MorphLink,co san trong du lieu goc,the placenta and fetal membranes that are expelled from the uterus after the baby is born,"after-(sau đó, theo sau) + birth(sự sinh ra)"
aftercare,Đã có trong MorphLink,co san trong du lieu goc,care and treatment of a convalescent patient,"after-(sau đó, theo sau) + care(quan tâm, chăm sóc)"
afterlife,Đã có trong MorphLink,co san trong du lieu goc,life after death,"after-(sau đó, theo sau) + life(cuộc sống)"
afternoon,Đã có trong MorphLink,co san trong du lieu goc,the period of time from 12 o'clock in the middle of the day until about 6 o’clock in the evening,"after-(sau đó, theo sau) + noon(buổi trưa)"
aftertaste,Đã có trong MorphLink,co san trong du lieu goc,an afterimage of a taste,"after-(sau đó, theo sau) + taste(vị giác, nếm)"
afterthought,Đã có trong MorphLink,co san trong du lieu goc,an addition that was not included in the original plan,"after-(sau đó, theo sau) + thought(suy nghĩ, ý nghĩ)"
afterward,Đã có trong MorphLink,co san trong du lieu goc,happening at a time subsequent to a reference time,"after(sau, phía sau) + -ward(theo hướng (tính từ/trạng từ))"
ageless,Đã có trong MorphLink,co san trong du lieu goc,continuing forever or indefinitely,"age(tuổi, thời đại) + -less(không có (tính từ))"
agelessness,Đã có trong MorphLink,co san trong du lieu goc,the quality of being timeless and eternal,"age(tuổi, thời đại) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))"
aggrandize,Đã có trong MorphLink,co san trong du lieu goc,to add details to,"a-(không/vô (Hy Lạp); trên/vào (VD aboard)) + grand(lớn lao) + -ize(làm cho, biến thành (động từ))"
aggrandizement,Đã có trong MorphLink,co san trong du lieu goc,the act of increasing the wealth or prestige or power or scope of something,"a-(không/vô (Hy Lạp); trên/vào (VD aboard)) + grand(lớn lao) + -ize(làm cho, biến thành (động từ)) + -ment(kết quả/hành động/trạng thái (danh từ))"
agreeable,Đã có trong MorphLink,co san trong du lieu goc,conforming to your own liking or feelings or nature,agree(đồng ý) + -able(có thể được (tính từ))
agreeableness,Đã có trong MorphLink,co san trong du lieu goc,a temperamental disposition to be agreeable,"agree(đồng ý) + -able(có thể được (tính từ)) + -ness(trạng thái, tính chất (danh từ))"
agreeably,Đã có trong MorphLink,co san trong du lieu goc,in an enjoyable manner,agree(đồng ý) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ)
agreement,Đã có trong MorphLink,co san trong du lieu goc,"an arrangement, a promise or a contract made with somebody",agree(đồng ý) + -ment(kết quả/hành động/trạng thái (danh từ))
aimless,Đã có trong MorphLink,co san trong du lieu goc,aimlessly drifting,"aim(mục đích, nhắm) + -less(không có (tính từ))"
aimlessly,Đã có trong MorphLink,co san trong du lieu goc,without aim,"aim(mục đích, nhắm) + -less(không có (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
aimlessness,Đã có trong MorphLink,co san trong du lieu goc,the quality of lacking any definite purpose,"aim(mục đích, nhắm) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))"
airbase,Đã có trong MorphLink,co san trong du lieu goc,"air+base(the mixture of gases that surrounds the earth and that we breathe + the lowest part of something, especially the part or surface on which it rests or stands)","air+base(không khí, không trung + căn cứ, cơ sở)"
airbed,Đã có trong MorphLink,co san trong du lieu goc,air+bed(the mixture of gases that surrounds the earth and that we breathe + a piece of furniture for sleeping on),"air+bed(không khí, không trung + giường)"
airbus,Đã có trong MorphLink,co san trong du lieu goc,a subsonic jet airliner operated over short distances,"air+bus(không khí, không trung + xe buýt)"
aircraft,Đã có trong MorphLink,co san trong du lieu goc,any vehicle that can fly and carry goods or passengers,"air+craft(không khí, không trung + thủ công, chế tạo)"
aircraftman,Đã có trong MorphLink,co san trong du lieu goc,a noncommissioned officer in the British Royal Air Force,"air+craft+man(không khí, không trung + thủ công, chế tạo + đàn ông)"
aircrew,Đã có trong MorphLink,co san trong du lieu goc,the crew of an aircraft,"air+crew(không khí, không trung + phi hành đoàn)"
airdrop,Đã có trong MorphLink,co san trong du lieu goc,delivery of supplies or equipment or personnel by dropping them by parachute from an aircraft,"air+drop(không khí, không trung + rơi, giọt)"
airfield,Đã có trong MorphLink,co san trong du lieu goc,a place where planes take off and land,"air+field(không khí, không trung + cánh đồng, lĩnh vực)"
airflow,Đã có trong MorphLink,co san trong du lieu goc,the flow of air,"air+flow(không khí, không trung + dòng chảy)"
airforce,Đã có trong MorphLink,co san trong du lieu goc,the airborne branch of a country's armed forces,"air+force(không khí, không trung + lực lượng, ép buộc)"
airframe,Đã có trong MorphLink,co san trong du lieu goc,the framework and covering of an airplane or rocket (excluding the engines),"air+frame(không khí, không trung + khung)"
airgun,Đã có trong MorphLink,co san trong du lieu goc,a gun that propels a projectile by compressed air,"air+gun(không khí, không trung + súng)"
airhole,Đã có trong MorphLink,co san trong du lieu goc,air+hole(the mixture of gases that surrounds the earth and that we breathe + a hollow space in something solid or in the surface of something),"air+hole(không khí, không trung + lỗ hổng)"
airhostess,Đã có trong MorphLink,co san trong du lieu goc,"air+host(the mixture of gases that surrounds the earth and that we breathe + a person who invites guests to a meal, a party, etc. or who has people staying at their house) + -ess(female (noun))","air+host(không khí, không trung + chủ nhà, người dẫn chương trình) + -ess(giống cái (danh từ))"
airier,Đã có trong MorphLink,co san trong du lieu goc,air(the mixture of gases that surrounds the earth and that we breathe) + -y(having quality of; noun/adjective) + -er(person who does; comparative),"air(không khí, không trung) + -y(có tính chất; danh từ/tính từ) + -er(người làm việc gì; so sánh hơn)"
airiest,Đã có trong MorphLink,co san trong du lieu goc,air(the mixture of gases that surrounds the earth and that we breathe) + -y(having quality of; noun/adjective) + -est(superlative),"air(không khí, không trung) + -y(có tính chất; danh từ/tính từ) + -est(so sánh nhất)"
airily,Đã có trong MorphLink,co san trong du lieu goc,in a flippant manner,"air(không khí, không trung) + -y(có tính chất; danh từ/tính từ) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
airless,Đã có trong MorphLink,co san trong du lieu goc,lacking fresh air,"air(không khí, không trung) + -less(không có (tính từ))"
airlift,Đã có trong MorphLink,co san trong du lieu goc,"transportation of people or goods by air, especially when other means of access are unavailable","air+lift(không khí, không trung + nâng lên)"
airline,Đã có trong MorphLink,co san trong du lieu goc,a company that provides regular flights to take passengers and goods to different places,"air+line(không khí, không trung + đường kẻ)"
airliner,Đã có trong MorphLink,co san trong du lieu goc,a commercial airplane that carries passengers,"air+line(không khí, không trung + đường kẻ) + -er(người làm việc gì; so sánh hơn)"
airlock,Đã có trong MorphLink,co san trong du lieu goc,a chamber that provides access to space where air is under pressure,"air+lock(không khí, không trung + khóa)"
airmail,Đã có trong MorphLink,co san trong du lieu goc,a system of conveying mail by aircraft,"air+mail(không khí, không trung + thư từ)"
airman,Đã có trong MorphLink,co san trong du lieu goc,someone who operates an aircraft,"air+man(không khí, không trung + đàn ông)"
airpark,Đã có trong MorphLink,co san trong du lieu goc,"air+park(the mixture of gases that surrounds the earth and that we breathe + an area of public land in a town or a city where people go to walk, play and relax)","air+park(không khí, không trung + công viên, đỗ xe)"
airplane,Đã có trong MorphLink,co san trong du lieu goc,an aircraft that has a fixed wing and is powered by propellers or jets,"air+plane(không khí, không trung + máy bay, mặt phẳng)"
airport,Đã có trong MorphLink,co san trong du lieu goc,a place where planes land and take off and that has buildings for passengers to wait in,"air+port(không khí, không trung + cảng)"
airship,Đã có trong MorphLink,co san trong du lieu goc,a steerable self-propelled aircraft,"air+ship(không khí, không trung + con tàu)"
airsick,Đã có trong MorphLink,co san trong du lieu goc,experiencing motion sickness,"air+sick(không khí, không trung + ốm đau)"
airspace,Đã có trong MorphLink,co san trong du lieu goc,the atmosphere above a nation that is deemed to be under its jurisdiction,"air+space(không khí, không trung + không gian)"
airspeed,Đã có trong MorphLink,co san trong du lieu goc,the speed of an aircraft relative to the air in which it is flying,"air+speed(không khí, không trung + tốc độ)"
airstrip,Đã có trong MorphLink,co san trong du lieu goc,an airfield without normal airport facilities,"air+strip(không khí, không trung + dải, cởi bỏ)"
airtight,Đã có trong MorphLink,co san trong du lieu goc,not allowing air or gas to pass in or out,"air+tight(không khí, không trung + chật, chặt)"
airway,Đã có trong MorphLink,co san trong du lieu goc,a commercial enterprise that provides scheduled flights for passengers,"air+way(không khí, không trung + con đường, cách thức)"
airwoman,Đã có trong MorphLink,co san trong du lieu goc,a woman aviator,"air+woman(không khí, không trung + phụ nữ)"
airworthiness,Đã có trong MorphLink,co san trong du lieu goc,fitness to fly,"air+worth(không khí, không trung + đáng giá) + -y(có tính chất; danh từ/tính từ) + -ness(trạng thái, tính chất (danh từ))"
airworthy,Đã có trong MorphLink,co san trong du lieu goc,(of aircraft) fit to fly,"air+worth(không khí, không trung + đáng giá) + -y(có tính chất; danh từ/tính từ)"
airy,Đã có trong MorphLink,co san trong du lieu goc,characterized by lightness and insubstantiality,"air(không khí, không trung) + -y(có tính chất; danh từ/tính từ)"
