thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon
beta,Mới - chưa có ảnh,1,the second letter of the Greek alphabet; also an early test version of a product released before its full public release,chữ cái beta (Hy Lạp); phiên bản thử nghiệm (của phần mềm/sản phẩm),beta,missing_words_analyzed
beyond,Mới - chưa có ảnh,1,on or to the far side of; further than,"vượt quá, xa hơn",beyond,missing_words_analyzed
billboard,Mới - chưa có ảnh,1,a large outdoor board used for displaying advertisements,biển quảng cáo lớn ngoài trời,billboard,missing_words_analyzed
billion,Mới - chưa có ảnh,2,"the number 1,000,000,000",một tỷ,"billionaire, billionth",missing_words_analyzed
biography,Mới - chưa có ảnh,2,an account of someone's life written by another person,tiểu sử,"autobiographical, autobiography",missing_words_analyzed
biology,Mới - chưa có ảnh,1,the scientific study of living organisms,sinh học,biological,missing_words_analyzed
birthday,Mới - chưa có ảnh,1,the anniversary of the day a person was born,sinh nhật,birthday,missing_words_analyzed
birthplace,Mới - chưa có ảnh,1,the place where a person was born,"nơi sinh, quê quán",birthplace,missing_words_analyzed
biscuit,Mới - chưa có ảnh,1,"a small, flat, baked item of food, either crisp and sweet or, in American English, soft and savory",bánh quy (hoặc bánh mì nhỏ mềm kiểu Mỹ),biscuit,missing_words_analyzed
blackmail,Mới - chưa có ảnh,1,the crime of demanding money or a favor from someone by threatening to reveal compromising information about them,sự tống tiền,blackmail,missing_words_analyzed
bladder,Mới - chưa có ảnh,1,the organ in the body in which urine collects before it is discharged,bàng quang,bladder,missing_words_analyzed
blaze,Mới - chưa có ảnh,1,a very large or fiercely burning fire,"đám cháy dữ dội, ngọn lửa lớn",blaze,missing_words_analyzed
blight,Mới - chưa có ảnh,1,"a plant disease, especially one caused by fungi; also anything that damages or spoils something","bệnh (thực vật); tai họa, tác nhân gây hại",blight,missing_words_analyzed
blink,Mới - chưa có ảnh,1,to shut and open the eyes quickly,"chớp mắt, nháy mắt",blink,missing_words_analyzed
blister,Mới - chưa có ảnh,1,"a small bubble on the skin filled with serum, caused by friction or burning",vết phồng rộp (da),blister,missing_words_analyzed
blog,Mới - chưa có ảnh,2,"a regularly updated website or web page, typically run by an individual, written in an informal style","nhật ký trực tuyến, blog","blog, blogger",missing_words_analyzed
bloom,Mới - chưa có ảnh,1,to produce flowers; to flourish or thrive,nở hoa; phát triển rực rỡ,bloom,missing_words_analyzed
blossom,Mới - chưa có ảnh,1,to produce flowers; to develop and flourish,"nở hoa; phát triển, nở rộ",blossom,missing_words_analyzed
blunt,Mới - chưa có ảnh,2,having a dull edge or point; not sharp; also direct and lacking subtlety in speech,"cùn, không sắc; (nghĩa khác) thẳng thắn, bộc trực","blunt, bluntness",missing_words_analyzed
blur,Mới - chưa có ảnh,1,something that cannot be seen clearly; a blurred image,"hình ảnh mờ, vệt mờ",blur,missing_words_analyzed
bob,Mới - chưa có ảnh,1,"to move quickly up and down, especially on or in water","nhấp nhô, bồng bềnh lên xuống",bob,missing_words_analyzed
bolt,Mới - chưa có ảnh,1,to run away suddenly and quickly,"chạy trốn đột ngột, bỏ chạy",bolt,missing_words_analyzed
bonfire,Mới - chưa có ảnh,1,"a large open-air fire, typically lit to burn rubbish or for celebration",đống lửa (ngoài trời),bonfire,missing_words_analyzed
bong,Mới - chưa có ảnh,1,"a deep resonant ringing sound, like that of a large bell",tiếng boong (chuông ngân vang trầm),bong,missing_words_analyzed
boo,Mới - chưa có ảnh,1,used to express disapproval or to startle someone,từ dùng để la ó phản đối hoặc dọa ai đó giật mình,boo,missing_words_analyzed
boom,Mới - chưa có ảnh,1,a period of rapid economic growth or increased popularity,"sự bùng nổ, thời kỳ phát triển mạnh",boom,missing_words_analyzed
booth,Mới - chưa có ảnh,1,"a small enclosed compartment or stall, such as one used for voting or making a phone call","gian hàng, buồng nhỏ (buồng điện thoại, quầy hàng)",booth,missing_words_analyzed
borough,Mới - chưa có ảnh,1,"a town or district that forms an administrative unit, especially in the UK or NYC","quận, khu hành chính (thành phố)",borough,missing_words_analyzed
bottleneck,Mới - chưa có ảnh,1,"a point of congestion or blockage, such as in a road, process, or system","nút thắt cổ chai, điểm nghẽn",bottleneck,missing_words_analyzed
boulder,Mới - chưa có ảnh,1,"a large rock, typically one detached from a larger mass",tảng đá lớn,boulder,missing_words_analyzed
bowel,Mới - chưa có ảnh,1,"the intestine, part of the digestive tract in the lower body",ruột (bộ phận tiêu hóa),bowel,missing_words_analyzed
bra,Mới - chưa có ảnh,1,a woman's undergarment worn to support the breasts,"áo ngực, áo lót phụ nữ",bra,missing_words_analyzed
brace,Mới - chưa có ảnh,1,a device that supports or steadies something; to prepare for something difficult,thanh nẹp; chuẩn bị tinh thần,embrace,missing_words_analyzed
bracket,Mới - chưa có ảnh,1,"a category or group in a classification, or a punctuation mark used in pairs to enclose text","khung, hạng mục (phân loại); dấu ngoặc",bracket,missing_words_analyzed
brake,Mới - chưa có ảnh,1,a device for slowing or stopping a moving vehicle,"cái phanh, cái thắng",brake,missing_words_analyzed
brandy,Mới - chưa có ảnh,1,a strong alcoholic spirit distilled from wine or fermented fruit juice,rượu brandy,brandy,missing_words_analyzed
brass,Mới - chưa có ảnh,1,a yellow alloy of copper and zinc,đồng thau,brass,missing_words_analyzed
brawl,Mới - chưa có ảnh,1,a rough or noisy fight or quarrel,cuộc ẩu đả,brawl,missing_words_analyzed
breach,Mới - chưa có ảnh,1,"an act of breaking or violating a law, agreement, or code of conduct","sự vi phạm (luật, thỏa thuận)",breach,missing_words_analyzed
breathe,Mới - chưa có ảnh,1,to draw air into the lungs and expel it,thở,breathe,missing_words_analyzed
breeze,Mới - chưa có ảnh,1,a gentle wind,làn gió nhẹ,breeze,missing_words_analyzed
brew,Mới - chưa có ảnh,1,"to make beer or tea by soaking, boiling, and fermenting ingredients","pha, ủ (bia, trà)",brew,missing_words_analyzed
brigade,Mới - chưa có ảnh,1,"a large military unit, or an organized group of people working towards a common purpose","lữ đoàn (quân đội); đội, nhóm (người)",brigade,missing_words_analyzed
brilliant,Mới - chưa có ảnh,3,"exceptionally clever or talented; full of light, sparkling.","xuất sắc, tài giỏi; rực rỡ.","brilliance, brilliant, brilliantly",missing_words_analyzed
brim,Mới - chưa có ảnh,1,the edge or rim of a container or of a hat,"miệng (cốc, chén); vành (mũ)",brim,missing_words_analyzed
brink,Mới - chưa có ảnh,1,"the edge of land before a steep slope, or the point at which something is about to happen","bờ vực, ranh giới sắp xảy ra điều gì",brink,missing_words_analyzed
brisk,Mới - chưa có ảnh,1,quick and energetic; lively and no-nonsense in manner,"nhanh nhẹn, dứt khoát, hăng hái",brisk,missing_words_analyzed
brittle,Mới - chưa có ảnh,2,hard but liable to break or shatter easily,"giòn, dễ vỡ","brittle, brittleness",missing_words_analyzed
broccoli,Mới - chưa có ảnh,1,"a green vegetable with a dense cluster of flower buds, eaten as food",cây súp lơ xanh (bông cải xanh),broccoli,missing_words_analyzed
brochure,Mới - chưa có ảnh,1,"a small booklet or pamphlet, often containing advertising material","tờ rơi, sách mỏng quảng cáo",brochure,missing_words_analyzed
broke,Mới - chưa có ảnh,1,(informal) having no money; penniless,"(khẩu ngữ) hết tiền, cháy túi",broke,missing_words_analyzed
broken,Mới - chưa có ảnh,1,damaged and separated into pieces; not working,"bị hỏng, bị vỡ",unbroken,missing_words_analyzed
bronze,Mới - chưa có ảnh,1,"a hard, tough alloy of copper and tin, or an object made of it","đồng thau, hợp kim đồng thiếc",bronze,missing_words_analyzed
brood,Mới - chưa có ảnh,1,to think deeply and anxiously about something that troubles or upsets one,"trầm ngâm lo lắng, suy nghĩ ưu tư",brood,missing_words_analyzed
brook,Mới - chưa có ảnh,1,a small stream,con suối nhỏ,brook,missing_words_analyzed
broth,Mới - chưa có ảnh,1,"a liquid in which meat, fish, or vegetables have been cooked, used as a base for soup","nước dùng, nước luộc (từ thịt, cá, rau)",broth,missing_words_analyzed
brow,Mới - chưa có ảnh,2,"the forehead, or the ridge of hair above the eye (eyebrow)","trán; lông mày, chân mày","brow, eyebrow",missing_words_analyzed
browse,Mới - chưa có ảnh,1,"to look through or explore something casually, such as items for sale or web pages","lướt xem, duyệt (hàng hóa, trang web)",browse,missing_words_analyzed
bruise,Mới - chưa có ảnh,1,to cause a bruise on the skin,làm bầm tím,bruise,missing_words_analyzed
brute,Mới - chưa có ảnh,1,"a violent, cruel, and often stupid person or animal","kẻ hung bạo, thú vật (nghĩa xấu)",brute,missing_words_analyzed
buckle,Mới - chưa có ảnh,1,a metal or plastic clasp used for joining the two ends of a belt or strap,"khóa thắt lưng, khóa cài",buckle,missing_words_analyzed
buff,Mới - chưa có ảnh,2,a person who is very knowledgeable about and enthusiastic for a particular subject or activity,"người say mê, người sành sỏi (về một lĩnh vực)","buff, buffer",missing_words_analyzed
buffalo,Mới - chưa có ảnh,1,"a large wild ox, especially the American bison or the Asian water buffalo","con trâu rừng, con bò rừng (bò bison)",buffalo,missing_words_analyzed
buffet,Mới - chưa có ảnh,1,"to strike repeatedly and violently, especially of wind or waves","vùi dập, xô đẩy dữ dội (bởi gió, sóng)",buffet,missing_words_analyzed
bulb,Mới - chưa có ảnh,1,the glass part of an electric lamp that produces light,bóng đèn,bulb,missing_words_analyzed
bull,Mới - chưa có ảnh,4,an adult male of cattle,bò đực,"bull, bullfight, bullfighting, bullock",missing_words_analyzed
bulldoze,Mới - chưa có ảnh,1,to clear or destroy with a bulldozer; to force through forcefully,ủi phá bằng máy ủi; ép buộc,bulldozer,missing_words_analyzed
bulletin,Mới - chưa có ảnh,1,a short official statement or broadcast giving news or information,"bản tin, thông báo",bulletin,missing_words_analyzed
bully,Mới - chưa có ảnh,1,to intimidate or mistreat someone weaker,"bắt nạt, ức hiếp",bully,missing_words_analyzed
bump,Mới - chưa có ảnh,2,"to knock or collide with something, typically with a jolt","va, đụng vào","bump, bumper",missing_words_analyzed
bundle,Mới - chưa có ảnh,1,to tie or wrap items together into a compact group,"bó lại, gói lại thành một bó",bundle,missing_words_analyzed
bung,Mới - chưa có ảnh,1,a stopper for closing a hole in a container such as a cask,"nút bần, nút chai/thùng",bung,missing_words_analyzed
