root_word,topic,subtopic,is_polysemous
steady,Khái niệm trừu tượng,Đánh giá và giá trị,False
steal,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
steam,Đời sống hằng ngày,Nấu ăn,False
steel,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
steep,Môi trường và tự nhiên,Núi và cảnh quan,False
steer,Giao thông,Bộ điều khiển ô tô,True
steer,Môi trường và tự nhiên,Động vật có vú,True
step,Con người,Bàn tay và bàn chân,True
step,Nhà cửa,Các phòng trong nhà,True
stick,Nhà cửa,Đồ nội thất,True
stick,Thể thao,Khúc côn cầu,True
stiff,Sức khỏe,Cơ thể và sức khỏe,False
still,Khái niệm trừu tượng,Thời gian và thứ tự,False
stimul,Sức khỏe,Sức khỏe tinh thần,False
stir,Đời sống hằng ngày,Nấu ăn,False
stock,Kinh doanh và tài chính,Đầu tư,True
stock,Thực phẩm,Sốt và gia vị phết,True
stock,Mua sắm,Siêu thị,True
stomach,Con người,Nội tạng,False
stone,Môi trường và tự nhiên,Đá,False
stop,Du lịch và lưu trú,Bến xe,True
stop,Giao thông,Biển báo đường bộ,True
store,Mua sắm,Cửa hàng tiện lợi,True
store,"Khoa học, công nghệ và kỹ thuật",Máy tính,True
storm,"Pháp luật, an toàn và khẩn cấp",Bão lũ,False
story,Giải trí và thời gian rảnh,Đọc sách,True
story,Nhà cửa,Ngôi nhà,True
straight,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,False
strain,Sức khỏe,Chấn thương,False
strange,Khái niệm trừu tượng,Đánh giá và giá trị,False
stream,Môi trường và tự nhiên,"Sông, hồ và thác nước",False
street,Cộng đồng và đô thị,Đường phố và giao lộ,False
strength,Thể thao,Thể lực và tập luyện,False
stress,Sức khỏe,Sức khỏe tinh thần,False
stretch,Thể thao,Thể lực và tập luyện,False
strict,Học tập và giáo dục,Giáo viên và học sinh,False
strike,Nghề nghiệp và công việc,An toàn lao động,False
string,Giải trí và thời gian rảnh,Nhạc cụ,False
strip,Khái niệm trừu tượng,Hành động và xử lý,False
strive,Con người,Tính cách,False
stroke,Sức khỏe,Bệnh tật,True
stroke,Thể thao,Bơi lội,True
strong,Thể thao,Thể lực và tập luyện,False
stuff,Ngôn ngữ hằng ngày,Bao bì và vật chứa,False
stumble,Sức khỏe,Chấn thương,False
stun,Con người,Cảm xúc,False
stupid,Con người,Tính cách,False
style,Ngoại hình và trang phục,Kích cỡ và kiểu dáng,False
submit,Học tập và giáo dục,Bài tập,False
subsequent,Khái niệm trừu tượng,Thời gian và thứ tự,False
substance,"Khoa học, công nghệ và kỹ thuật",Hóa học,False
subtle,Khái niệm trừu tượng,Đánh giá và giá trị,False
success,Khái niệm trừu tượng,Đánh giá và giá trị,False
successive,Khái niệm trừu tượng,Thời gian và thứ tự,False
successor,Nghề nghiệp và công việc,Thông tin nghề nghiệp,False
such,Ngữ pháp và hư từ,Trợ từ,False
suck,Con người,Khuôn mặt,False
sudden,Khái niệm trừu tượng,Thời gian và thứ tự,False
suffer,Sức khỏe,Bệnh tật,False
sugar,Thực phẩm,Gia vị,False
suggest,Con người,Mối quan hệ,False
suit,Ngoại hình và trang phục,Quần áo công sở,True
suit,"Pháp luật, an toàn và khẩn cấp",Tòa án,True
sum,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
summer,Môi trường và tự nhiên,Các mùa,False
sun,Môi trường và tự nhiên,Ánh nắng,False
superb,Khái niệm trừu tượng,Đánh giá và giá trị,False
superior,Khái niệm trừu tượng,Mức độ và so sánh,False
supply,Kinh doanh và tài chính,Sản phẩm và dịch vụ,False
support,Con người,Mối quan hệ,False
supreme,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
sure,Khái niệm trừu tượng,Đánh giá và giá trị,False
surface,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
surge,"Khoa học, công nghệ và kỹ thuật",Điện,False
surprise,Con người,Cảm xúc,False
suspect,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
swallow,Đời sống hằng ngày,Ăn uống,False
swear,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
sweep,Đời sống hằng ngày,Dọn dẹp nhà cửa,False
sweet,Thực phẩm,Bánh và món tráng miệng,False
swim,Thể thao,Bơi lội,False
swing,Cộng đồng và đô thị,Sân chơi,True
swing,Thể thao,Golf,True
switch,Nhà cửa,Hệ thống điện và nước,True
switch,Khái niệm trừu tượng,Thay đổi và phát sinh,True
sword,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
symbol,"Nghệ thuật, thiết kế và văn hóa",Biểu tượng và biển hiệu,False
symptom,Sức khỏe,Triệu chứng,False
system,"Khoa học, công nghệ và kỹ thuật",Phần mềm,False
table,Nhà cửa,Đồ nội thất,True
table,Học tập và giáo dục,Nghiên cứu,True
tactic,Thể thao,Luật thi đấu,False
tail,Môi trường và tự nhiên,Động vật có vú,False
take,Ngôn ngữ hằng ngày,Động từ hành động cơ bản,False
tale,Giải trí và thời gian rảnh,Đọc sách,False
talk,Con người,Mối quan hệ,False
tall,Con người,Ngoại hình,False
tank,Giao thông,Trạm xăng,True
tank,"Pháp luật, an toàn và khẩn cấp",Cảnh sát,True
tap,Nhà cửa,Hệ thống điện và nước,True
tap,Ăn uống bên ngoài,Đồ uống có cồn,True
tape,Học tập và giáo dục,Đồ dùng học tập,False
task,Nghề nghiệp và công việc,Nơi làm việc,False
taste,Thực phẩm,Gia vị,False
tax,Kinh doanh và tài chính,Thuế,False
tea,Ăn uống bên ngoài,Trà,False
teach,Học tập và giáo dục,Giáo viên và học sinh,False
team,Thể thao,Thể thao chung,False
tear,Con người,Cảm xúc,False
teen,Con người,Tuổi tác và các giai đoạn cuộc đời,False
tell,Con người,Mối quan hệ,False
tempt,Con người,Cảm xúc,False
ten,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
tend,Khái niệm trừu tượng,Tính chất khác,False
tender,Con người,Tính cách,True
tender,Kinh doanh và tài chính,Mua bán và giao dịch,True
tent,Giải trí và thời gian rảnh,Cắm trại,False
territory,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
test,Học tập và giáo dục,Bài kiểm tra,False
text,Dịch vụ,Điện thoại,False
thank,Ngôn ngữ hằng ngày,"Cảm ơn, xin lỗi và phép lịch sự",False
theater,Giải trí và thời gian rảnh,Phim và rạp chiếu,False
them,Ngữ pháp và hư từ,Đại từ,False
theme,Giải trí và thời gian rảnh,Công viên,False
there,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
thick,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
thin,Sức khỏe,Cơ thể và sức khỏe,False
thing,Khái niệm trừu tượng,Tính chất khác,False
think,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
third,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
thorough,Khái niệm trừu tượng,Đánh giá và giá trị,False
though,Ngữ pháp và hư từ,Liên từ,False
thought,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
thousand,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
thread,Ngoại hình và trang phục,Sửa chữa quần áo,False
threat,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
three,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
thrill,Thể thao,Thể thao mạo hiểm,False
thrive,Khái niệm trừu tượng,Thay đổi và phát sinh,False
throat,Con người,Cơ thể,False
through,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
throw,Thể thao,Điền kinh,False
thumb,Con người,Bàn tay và bàn chân,False
tide,Môi trường và tự nhiên,Biển và đại dương,False
tidy,Đời sống hằng ngày,Dọn dẹp nhà cửa,False
tie,Ngoại hình và trang phục,Quần áo công sở,True
tie,Thể thao,Luật thi đấu,True
tight,Ngoại hình và trang phục,Kích cỡ và kiểu dáng,False
till,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",True
till,Mua sắm,Quầy thanh toán,True
timber,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
time,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",False
tin,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
tiny,Khái niệm trừu tượng,Mức độ và so sánh,False
tip,Ăn uống bên ngoài,Thanh toán và tiền boa,True
tip,Khái niệm trừu tượng,Phạm vi và bộ phận,True
tire,Giao thông,Lốp xe và sự cố,True
tire,Con người,Cảm xúc,True
title,Học tập và giáo dục,Bằng cấp,True
title,Giải trí và thời gian rảnh,Đọc sách,True
title,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,True
to,Ngữ pháp và hư từ,Giới từ,False
tobacco,Sức khỏe,Bệnh tật,False
toe,Con người,Bàn tay và bàn chân,False
together,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
toilet,Nhà cửa,Nhà vệ sinh,False
toll,Giao thông,Đường sá,False
ton,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
tone,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,False
tool,"Khoa học, công nghệ và kỹ thuật",Dụng cụ khoa học,False
tooth,Sức khỏe,Nha sĩ,False
top,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,True
top,Ngoại hình và trang phục,Quần áo nữ,True
topic,Học tập và giáo dục,Các môn học,False
torture,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
total,Kinh doanh và tài chính,Hóa đơn và biên lai,False
touch,Con người,Cảm xúc,False
tough,Con người,Tính cách,False
tour,Du lịch và lưu trú,Tham quan,False
toward,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
tower,"Nghệ thuật, thiết kế và văn hóa",Kiến trúc,False
town,Cộng đồng và đô thị,Trung tâm thành phố,False
toy,Giải trí và thời gian rảnh,Trò chơi bàn,False
trace,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
track,Thể thao,Điền kinh,True
track,Giao thông,Tàu hỏa,True
track,Giải trí và thời gian rảnh,Phong cách âm nhạc,True
trade,Kinh doanh và tài chính,Mua bán và giao dịch,False
tradition,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
traffic,Giao thông,Đường sá,False
tragedy,Giải trí và thời gian rảnh,Sân khấu,False
tragic,Con người,Cảm xúc,False
trail,Giải trí và thời gian rảnh,Đi bộ đường dài,False
train,Giao thông,Tàu hỏa,False
trait,Con người,Tính cách,False
transfer,Kinh doanh và tài chính,Chuyển khoản,False
transit,Du lịch và lưu trú,Bến xe,False
translate,Học tập và giáo dục,Học ngoại ngữ,False
transmit,Sức khỏe,Bệnh tật,False
trap,Môi trường và tự nhiên,Động vật có vú,False
trauma,Sức khỏe,Sức khỏe tinh thần,False
travel,Du lịch và lưu trú,Lập kế hoạch chuyến đi,False
treasure,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
treat,Sức khỏe,Bệnh tật,False
tree,Môi trường và tự nhiên,Cây,False
tremendous,Khái niệm trừu tượng,Mức độ và so sánh,False
trend,Ngoại hình và trang phục,Kích cỡ và kiểu dáng,False
tribe,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
tribute,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
trick,Giải trí và thời gian rảnh,Trò chơi bài,False
trip,Du lịch và lưu trú,Lập kế hoạch chuyến đi,True
trip,Sức khỏe,Chấn thương,True
triumph,Thể thao,Thể thao chung,False
troop,Nghề nghiệp và công việc,Nghề công vụ và an ninh,False
trophy,Thể thao,Thể thao chung,False
trouble,Con người,Cảm xúc,False
truck,Giao thông,Xe tải và vận chuyển,False
true,Khái niệm trừu tượng,Đánh giá và giá trị,False
trust,Con người,Mối quan hệ,False
truth,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
try,Khái niệm trừu tượng,Hành động và xử lý,False
tube,"Khoa học, công nghệ và kỹ thuật",Cơ khí,False
tune,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,False
tunnel,Giao thông,Đường sá,False
turn,Giao thông,Biển báo đường bộ,True
turn,Nghề nghiệp và công việc,Nghỉ phép và thời gian làm việc,True
twelve,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
twenty,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
twist,Sức khỏe,Chấn thương,False
two,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
typo,Học tập và giáo dục,Đồ dùng học tập,False
ugly,Khái niệm trừu tượng,Đánh giá và giá trị,False
uncle,Con người,Gia đình,False
under,Ngữ pháp và hư từ,Giới từ,False
understand,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
unique,Khái niệm trừu tượng,Đánh giá và giá trị,False
up,Ngữ pháp và hư từ,Giới từ,False
upon,Ngữ pháp và hư từ,Giới từ,False
urge,Con người,Cảm xúc,False
use,Khái niệm trừu tượng,Khả năng và cần thiết,False
usual,Khái niệm trừu tượng,Đánh giá và giá trị,False
vague,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
valid,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
value,Khái niệm trừu tượng,Đánh giá và giá trị,False
vary,Khái niệm trừu tượng,Thay đổi và phát sinh,False
vast,Khái niệm trừu tượng,Mức độ và so sánh,False
vehicle,Giao thông,Các loại ô tô,False
venture,Kinh doanh và tài chính,Doanh nghiệp,False
verse,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,False
vertical,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,False
very,Khái niệm trừu tượng,Mức độ và so sánh,False
viable,Khái niệm trừu tượng,Khả năng và cần thiết,False
vice,Nghề nghiệp và công việc,Thông tin nghề nghiệp,False
vicious,Con người,Tính cách,False
victim,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
video,Giải trí và thời gian rảnh,Phát trực tuyến,False
view,Ngôn ngữ hằng ngày,Từ trái nghĩa,False
village,Cộng đồng và đô thị,Khu dân cư,False
virtual,"Khoa học, công nghệ và kỹ thuật",Internet,False
virtue,Con người,Tính cách,False
visit,Du lịch và lưu trú,Tham quan,False
vital,Khái niệm trừu tượng,Đánh giá và giá trị,False
voice,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,False
volume,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
volume,Giải trí và thời gian rảnh,Đọc sách,True
vote,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,False
vow,Con người,Sự kiện đời người,False
vulnerable,Con người,Cảm xúc,False
wage,Nghề nghiệp và công việc,Lương và phúc lợi,False
wait,Ngôn ngữ hằng ngày,Nhu cầu và yêu cầu thường gặp,False
wake,Đời sống hằng ngày,Thức dậy và đi ngủ,False
walk,Giao thông,Đi bộ,False
wall,Nhà cửa,Ngôi nhà,False
wander,Giải trí và thời gian rảnh,Hoạt động ngoài trời,False
want,Ngôn ngữ hằng ngày,Nhu cầu và yêu cầu thường gặp,False
war,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,False
ward,Sức khỏe,Khoa phòng,True
ward,Cộng đồng và đô thị,Khu dân cư,True
warm,Môi trường và tự nhiên,Khí hậu,False
warn,"Pháp luật, an toàn và khẩn cấp",An toàn cá nhân,False
warrant,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
wash,Đời sống hằng ngày,Giặt và phơi quần áo,False
waste,Nhà cửa,Xử lý rác,False
watch,Ngoại hình và trang phục,Phụ kiện,True
watch,Giải trí và thời gian rảnh,Truyền hình,True
water,Ăn uống bên ngoài,Đồ uống,False
wave,Môi trường và tự nhiên,Biển và đại dương,False
way,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
weak,Sức khỏe,Cơ thể và sức khỏe,False
wealth,Kinh doanh và tài chính,Đầu tư,False
weapon,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
wear,Ngoại hình và trang phục,Kích cỡ và kiểu dáng,False
weather,Môi trường và tự nhiên,Thời tiết,False
weave,"Nghệ thuật, thiết kế và văn hóa",Dệt may,False
wed,Con người,Sự kiện đời người,False
weed,Môi trường và tự nhiên,Nông nghiệp,False
week,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",False
weigh,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
weird,Khái niệm trừu tượng,Đánh giá và giá trị,False
welcome,Ngôn ngữ hằng ngày,Chào hỏi và giới thiệu bản thân,False
well,Sức khỏe,Cơ thể và sức khỏe,True
well,Môi trường và tự nhiên,"Sông, hồ và thác nước",True
west,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
wet,Môi trường và tự nhiên,Thời tiết,False
what,Ngôn ngữ hằng ngày,Câu hỏi thông dụng,False
wheat,Thực phẩm,Ngũ cốc,False
wheel,Giao thông,Bộ điều khiển ô tô,False
when,Ngôn ngữ hằng ngày,Câu hỏi thông dụng,False
where,Ngôn ngữ hằng ngày,Câu hỏi thông dụng,False
which,Ngôn ngữ hằng ngày,Câu hỏi thông dụng,False
while,Ngữ pháp và hư từ,Liên từ,False
whip,Đời sống hằng ngày,Nấu ăn,False
whisper,Con người,Mối quan hệ,False
white,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
who,Ngôn ngữ hằng ngày,Câu hỏi thông dụng,False
whole,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
whom,Ngữ pháp và hư từ,Đại từ,False
wide,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
widow,Con người,Gia đình,False
width,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
wife,Con người,Gia đình,False
wild,Môi trường và tự nhiên,Bảo tồn thiên nhiên,False
will,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
win,Thể thao,Luật thi đấu,False
wind,Môi trường và tự nhiên,Thời tiết,True
wind,"Khoa học, công nghệ và kỹ thuật",Năng lượng,True
window,Nhà cửa,Cửa sổ và rèm,False
wine,Ăn uống bên ngoài,Đồ uống có cồn,False
wing,Môi trường và tự nhiên,Chim,False
winter,Môi trường và tự nhiên,Các mùa,False
wipe,Đời sống hằng ngày,Dọn dẹp nhà cửa,False
wire,Nhà cửa,Hệ thống điện và nước,False
wise,Con người,Tính cách,False
wish,Con người,Cảm xúc,False
wit,Con người,Tính cách,False
with,Ngữ pháp và hư từ,Giới từ,False
witness,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
woman,Con người,Nữ giới,False
wonder,Con người,Cảm xúc,False
wood,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
wool,Ngoại hình và trang phục,Chất liệu vải,False
word,Học tập và giáo dục,Học ngoại ngữ,False
work,Nghề nghiệp và công việc,Nơi làm việc,False
world,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
worm,Môi trường và tự nhiên,Động vật không xương sống,False
worry,Con người,Cảm xúc,False
worse,Khái niệm trừu tượng,Mức độ và so sánh,False
worship,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
worth,Khái niệm trừu tượng,Đánh giá và giá trị,False
would,Ngữ pháp và hư từ,Trợ từ,False
wound,Sức khỏe,Chấn thương,False
wrap,Ngôn ngữ hằng ngày,Bao bì và vật chứa,False
wrist,Con người,Khớp,False
write,Học tập và giáo dục,Kỹ năng học tập,False
wrong,Khái niệm trừu tượng,Đánh giá và giá trị,False
yard,Nhà cửa,Vườn sân trong,True
yard,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
year,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",False
yell,Con người,Cảm xúc,False
yellow,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
yield,Môi trường và tự nhiên,Nông nghiệp,False
young,Con người,Tuổi tác và các giai đoạn cuộc đời,False
your,Ngữ pháp và hư từ,Đại từ,False
youth,Con người,Tuổi tác và các giai đoạn cuộc đời,False
zone,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
