root_word,derived_word,morphology_structure,pattern_PRS,pos,IPA,ipa_status,definition_en,nghia_tieng_viet,source,vi_note,existence_note
act,interact,inter-[act],1-1-0,verb,/ˌɪnɝˈækt/,real,"to communicate with somebody, especially while you work, play or spend time with them","inter-(giữa, liên) + act(hành động, đạo luật)",Oxford 5000 (verified),,
act,reactor,re-[act]-or,1-1-1,noun,/ɹiˈæktɝ/,real,(physics) any of several kinds of apparatus that maintain and control a nuclear reaction for the production of energy or artificial elements,"re-(lại, làm lại) + act(hành động, đạo luật) + -or(người/vật thực hiện (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,reaction,re-[act]-ion,1-1-1,noun,/ɹiˈækʃən/,real,"what you do, say or think as a result of something that has happened","re-(lại, làm lại) + act(hành động, đạo luật) + -ion(hành động, quá trình, trạng thái (danh từ))",Oxford 5000 (verified),,
act,reactive,re-[act]-ive,1-1-1,adjective,/ɹiˈæktɪv/,real,participating readily in reactions,"re-(lại, làm lại) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,inactive,im-[act]-ive,1-1-1,adjective,/ˌɪˈnæktɪv/,real,not active physically or mentally,"im-(không (biến thể của in- trước b/m/p)) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,inaction,im-[act]-ion,1-1-1,noun,/ˌɪˈnækʃən/,real,the state of being inactive,"im-(không (biến thể của in- trước b/m/p)) + act(hành động, đạo luật) + -ion(hành động, quá trình, trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,enactment,en-[act]-ment,1-1-1,noun,/ɛˈnækmənt/,real,acting the part of a character on stage,"en-(làm cho, đưa vào) + act(hành động, đạo luật) + -ment(kết quả/hành động/trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,reactants,re-[act]-ant,1-1-1,noun,/ɹɪˈæktənts/,real,"re-(again, back) + act(a particular thing that somebody does) + -ant(person/thing that does; having quality (noun/adjective))","re-(lại, làm lại) + act(hành động, đạo luật) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ))","compositional (generated, unverified)",công thức ghép (chưa xác thực),
act,overactive,over-[act]-ive,1-1-1,adjective,/ˈoʊvɝˈæktɪv/,real,more active than normal,"over-(trên, quá mức) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,hypoactive,hypo-[act]-ive,1-1-1,adjective,/hˌaɪpoʊˈæktɪv/,"generated (espeak-ng G2P, algorithmic)",abnormally inactive,"hypo-(dưới, dưới mức bình thường (Hy Lạp)) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,interaction,inter-[act]-ion,1-1-1,noun,/ˌɪnɝˈækʃən/,real,"the act of communicating with somebody, especially while you work, play or spend time with them","inter-(giữa, liên) + act(hành động, đạo luật) + -ion(hành động, quá trình, trạng thái (danh từ))",Oxford 5000 (verified),,
act,interactive,inter-[act]-ive,1-1-1,adjective,/ˌɪnɝˈæktɪv/,real,that allows information to be passed continuously and in both directions between a computer or other device and the person who uses it,"inter-(giữa, liên) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ))",Oxford 5000 (verified),,
act,transaction,trans-[act]-ion,1-1-1,noun,/tɹænˈzækʃən/,real,"a piece of business that is done between people, especially an act of buying or selling","trans-(xuyên qua, chuyển đổi) + act(hành động, đạo luật) + -ion(hành động, quá trình, trạng thái (danh từ))",Oxford 5000 (verified),,
act,retroactive,retro-[act]-ive,1-1-1,adjective,/ˌɹɛtɹoʊˈæktɪv/,real,affecting things past,"retro-(ngược lại, lùi) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,inactivate,im-[act]-ive-ate,1-1-2,verb,/ˌɪˈnæktɪˌveɪt/,real,make inactive,"im-(không (biến thể của in- trước b/m/p)) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ate(làm cho/trở thành (động từ); có (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,inactivity,im-[act]-ive-ity,1-1-2,noun,/ˌɪnækˈtɪvɪti/,real,being inactive,"im-(không (biến thể của in- trước b/m/p)) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,reactivate,re-[act]-ive-ate,1-1-2,verb,/ˈɹiˈæktəˌveɪt/,real,activate (an old file) anew,"re-(lại, làm lại) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ate(làm cho/trở thành (động từ); có (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,reactivity,re-[act]-ive-ity,1-1-2,noun,/ˌɹiˌækˈtɪvəti/,real,responsive to stimulation,"re-(lại, làm lại) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,inactively,im-[act]-ive-ly,1-1-2,adverb,/ɪnˈæktɪvli/,"generated (espeak-ng G2P, algorithmic)",In an inactive manner. Locke.,"im-(không (biến thể của in- trước b/m/p)) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Webster's Unabridged Dictionary (1913, public domain)",công thức ghép (chưa xác thực),
act,reactively,re-[act]-ive-ly,1-1-2,adverb,/ɹɪˈæktɪvli/,"generated (espeak-ng G2P, algorithmic)","re-(again, back) + act(a particular thing that somebody does) + -ive(tending to, having nature of (adjective)) + -ly(adverb of manner / adjective (like))","re-(lại, làm lại) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","compositional (generated, unverified)",công thức ghép (chưa xác thực),
act,deactivated,de-[act]-ive-ate,1-1-2,verb,/ˌdiˈæktɪˌveɪtɪd/,real,"de-(down, away, reverse, remove) + act(a particular thing that somebody does) + -ive(tending to, having nature of (adjective)) + -ate(to make/become (verb); having (adjective))","de-(xuống, loại bỏ, đảo ngược) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ate(làm cho/trở thành (động từ); có (tính từ))","compositional (generated, unverified)",công thức ghép (chưa xác thực),
act,reactionary,re-[act]-ion-ory,1-1-2,adjective,/ɹiˈækʃəˌnɛɹi/,real,extremely conservative,"re-(lại, làm lại) + act(hành động, đạo luật) + -ion(hành động, quá trình, trạng thái (danh từ)) + -ory(thuộc về, nơi chốn (tính từ/danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,reactiveness,re-[act]-ive-ness,1-1-2,noun,/ɹɪˈæktɪvnəs/,"generated (espeak-ng G2P, algorithmic)","re-(again, back) + act(a particular thing that somebody does) + -ive(tending to, having nature of (adjective)) + -ness(state or quality of (noun))","re-(lại, làm lại) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ness(trạng thái, tính chất (danh từ))","compositional (generated, unverified)",công thức ghép (chưa xác thực),
act,retroactively,retro-[act]-ive-ly,1-1-2,adverb,/ˌɹɛtɹoʊˈæktɪvɫi/,real,after the fact,"retro-(ngược lại, lùi) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,deactivation,de-[act]-ive-ate-ion,1-1-3,noun,/diːˌæktɪvˈeɪʃən/,real,the act of deactivating or making ineffective (as a bomb),"de-(xuống, loại bỏ, đảo ngược) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ate(làm cho/trở thành (động từ); có (tính từ)) + -ion(hành động, quá trình, trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,inactivation,im-[act]-ive-ate-ion,1-1-3,noun,/ˌɪˌnæktɪˈveɪʃən/,real,breaking up a military unit (by transfers or discharges),"im-(không (biến thể của in- trước b/m/p)) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ate(làm cho/trở thành (động từ); có (tính từ)) + -ion(hành động, quá trình, trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,reenact,en-re-[act],2-1-0,verb,/ɹiɪˈnækt/,real,act out,"en-(làm cho, đưa vào) + re-(lại, làm lại) + act(hành động, đạo luật)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
act,nonreactors,re-non-[act]-or,2-1-1,noun,/nˌɑːnɹɪˈæktɚz/,"generated (espeak-ng G2P, algorithmic)","re-(again, back) + non-(not) + act(a particular thing that somebody does) + -or(person/thing that does (noun))","re-(lại, làm lại) + non-(không) + act(hành động, đạo luật) + -or(người/vật thực hiện (danh từ))","compositional (generated, unverified)",công thức ghép (chưa xác thực),"plural của ""nonreactor"" - thuật ngữ hóa học/vật lý (chất không phản ứng), hợp lý"
act,nonreactivity,re-non-[act]-ive-ity,2-1-2,noun,/nˌɑːnɹɪɐktˈɪvᵻɾi/,"generated (espeak-ng G2P, algorithmic)","re-(again, back) + non-(not) + act(a particular thing that somebody does) + -ive(tending to, having nature of (adjective)) + -ity(state or quality of (noun))","re-(lại, làm lại) + non-(không) + act(hành động, đạo luật) + -ive(có xu hướng, có tính chất (tính từ)) + -ity(trạng thái, tính chất (danh từ))","compositional (generated, unverified)",công thức ghép (chưa xác thực),thuật ngữ hóa học chuẩn (tính không phản ứng)
acute,acutely,[acute]-ly,0-1-1,adverb,/əkˈjutɫi/,real,having a rapid onset,"acute(gay gắt, cấp tính) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
acute,acuteness,[acute]-ness,0-1-1,noun,/əkˈjutnəs/,real,the quality of having a sharp edge or point,"acute(gay gắt, cấp tính) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
adapt,adapter,[adapt]-er,0-1-1,noun,/əˈdæptɝ/,real,device that enables something to be used in a way different from that for which it was intended or makes different pieces of apparatus compatible,"adapt(thích nghi, chuyển thể) + -er(người làm việc gì; so sánh hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
adapt,adaptable,[adapt]-able,0-1-1,adjective,/əˈdæptəbəɫ/,real,capable of adapting (of becoming or being made suitable) to a particular situation or use,"adapt(thích nghi, chuyển thể) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
adapt,adaptation,[adapt]-ion,0-1-1,noun,/ˌædəpˈteɪʃən/,real,"the action or process of changing something, or of being changed, to suit a new purpose or situation","adapt(thích nghi, chuyển thể) + -ion(hành động, quá trình, trạng thái (danh từ))",Oxford 5000 (verified),,
adapt,adaptability,[adapt]-able-ity,0-1-2,noun,/əˌdæptəˈbɪɫəti/,real,the ability to change (or be changed) to fit changed circumstances,"adapt(thích nghi, chuyển thể) + -able(có thể được (tính từ)) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
