root_word,meaning,nghia_tieng_viet,used_in_single_root_group,used_in_compound_group,variants,variant_count,de_nham_lan,bien_the,topic,subtopic
back,located behind or at the back of something,"lưng, phía sau",True,True,backbench; backbencher; backboards; backbones; backbreakingly; backcloth; backdoors; backdrops; backer; background; backhand; backhander; backless; backlog; backmost; backpack; backroom; backscratcher; backseat; backside; backspaced; backstage; backstair; backstay; backstroke; backup; backward; backwardly; backwardness; backwater; backwoods; backyard; bareback; blowback; comeback; cutback; drawback; feedback; flashback; fullback; greenback; halfback; hardback; horseback; kickback; linebackers; outback; paperback; piggyback; playback; pullback; quarterback; setback; switchback; tailback; throwback; unbacked; wingback,58,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Cơ thể
bad,unpleasant; full of problems,"xấu, tệ",True,True,badlands; badly; badness,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
bag,"a container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling",túi,True,True,bagful; baggage; baggier; baggiest; baggy; bagpipe; bluebag; carpetbag; carpetbagger; debag; feedbag; handbag; litterbag; mailbag; moneybags; nosebag; postbag; sandbag; songbag; teabag; teabags; windbag; workbag,23,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngoại hình và trang phục,Túi xách
bail,"money that somebody agrees to pay if a person accused of a crime does not appear at their trial. When bail has been arranged, the accused person is allowed to go free until the trial.",bảo lãnh,True,False,bailment,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Tòa án
bake,to cook food in an oven without extra fat or liquid; to be cooked in this way,nướng bánh,True,True,baker; bakery; hardbake; sunbaked,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Đời sống hằng ngày,Nấu ăn
balance,"a situation in which different things exist in equal, correct or good amounts","thăng bằng, cân đối",True,True,counterbalance; imbalance; outbalance; overbalance; unbalance,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Tài khoản ngân hàng
ball,"a round object used for throwing, hitting or kicking in games and sports",quả bóng,False,True,ballfields; ballplayer; ballpoint; ballroom; baseball; basketball; blackball; eyeball; fireball; football; footballer; handball; highball; meatball; netball; oddball; pinball; screwball; snowball; softball,20,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Trang thiết bị thể thao
balloon,a small bag made of very thin rubber that becomes larger and rounder when you fill it with air or gas. Balloons are brightly coloured and used as decorations or toys.,bóng bay,True,False,balloonist,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Sự kiện và lễ hội
ban,an official rule that says that something is not allowed,cấm,False,True,banbury; bandish,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính
band,"a small group of musicians who play popular music together, often with a singer or singers","ban nhạc, dải băng",True,True,armband; bandage; bandbox; bandmaster; bandsman; bandstand; bandwidth; disband; disbandment; hatband; headband; neckband; watchband; wristband,14,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc
bank,"an organization that provides various financial services, for example keeping or lending money","ngân hàng, bờ sông",True,True,bankbook; banker; banknote; bankroll; embank; embankment; riverbank; sandbank,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Ngân hàng
bar,a place where you can buy and drink alcoholic and other drinks,"quán bar, thanh chắn",True,True,barflies; bargen; barkeep; barman; bartender; crossbar; disbar; disbarment; dunbar; handlebar; millibar; sandbar; unbar,13,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ăn uống bên ngoài,Quầy bar
bare,not covered by any clothes,trần trụi,True,True,bareback; barefaced; barefacedly; barefoot; bareheaded; barelegged; barely; bareness; barer; barest; threadbare,11,bear: bare = trần trụi (tính từ); bear = con gấu/chịu đựng (danh từ/động từ),không có biến thể đáng chú ý,Ngoại hình và trang phục,Cơ thể và ngoại hình
base,"the lowest part of something, especially the part or surface on which it rests or stands","căn cứ, cơ sở",True,True,abase; abasement; airbase; baseball; baseboard; baseless; baseline; basely; baseman; basement; baseness; baser; basest; basic; basically; debase; debasement; wheelbase,18,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Phạm vi và bộ phận
basket,"a container for holding or carrying things. Baskets are made of long thin pieces of material that bends and twists easily, for example plastic, wire or wicker.","giỏ, rổ",True,True,basketball; basketful; basketry; basketwork; breadbasket; wastebasket; workbasket,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,Bao bì và vật chứa
bat,"a piece of wood with a handle, made in various shapes and sizes, and used for hitting the ball in games such as baseball, cricket and table tennis","con dơi, gậy đánh bóng",True,True,batman; batters; battier; battiest; batty; batwings; brickbat,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Bóng chày
bath,"a large, long container that you put water in and then get into to wash your whole body",bồn tắm,True,True,bather; bathroom; bathtub; birdbath; bloodbath; eyebath; sunbathe; sunbather,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nhà cửa,Phòng tắm
battle,"a fight between armies, ships or planes, especially during a war; a violent fight between groups of people",trận chiến,True,True,battledress; battlefield; battlefront; battleground; battlements; battleship; embattled,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Hành động và xử lý
bay,"a part of the sea, or of a large lake, partly surrounded by a wide curve of the land",vịnh,False,True,sickbay,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Biển và đại dương
be,"used when you are naming people or things, describing them or giving more information about them","là, tồn tại",False,True,wellbeing; wouldbe,2,không có (hoặc chưa xác định),was/were/been (bất quy tắc),Ngữ pháp và hư từ,Trợ từ
beach,"an area of sand or small stones (called shingle), next to the sea or a lake",bãi biển,False,True,beachhead; beachwear,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Bãi biển
beam,"a line of light, electromagnetic waves or particles","chùm tia, dầm",True,True,crossbeam; hornbeam; moonbeam; sunbeam,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Vật lý
bean,"a seed, or pod containing seeds, of a climbing plant, eaten as a vegetable. There are several types of bean and the plants that they grow on are also called beans.",hạt đậu,False,True,beanpole,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thực phẩm,Đậu và đậu Hà Lan
bear,a heavy wild animal with thick fur and sharp claws (= pointed parts on the ends of its feet). There are many types of bear.,"gấu, chịu đựng",True,True,bearable; bearably; bearer; bearish; bearishly; bearishness; bearskin; bugbear; childbearing; forbear; forbearance; overbear; overbearingly; trainbearer; unbearable; unbearably,16,bare: bare = trần trụi (tính từ); bear = con gấu/chịu đựng (danh từ/động từ),không có biến thể đáng chú ý,Môi trường và tự nhiên,Động vật có vú
beast,"an animal, especially one that is large or dangerous, or one that is unusual",con thú,True,True,beasties; beastlier; beastliest; beastliness; beastly; bestial; bestiality; bestially; bestiary; bestseller; bestselling,11,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Động vật có vú
beat,"a single hit to something, such as a drum, or a movement of something, such as your heart; the sound that this makes","đánh, nhịp đập",True,True,beaten; beater; beatific; beatifically; beatification; beatify; beatitude; downbeat; drumbeat; eggbeater; heartbeat; offbeat; unbeatable; unbeaten; upbeat; weatherbeaten,16,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc
beauty,the quality of giving pleasure to the senses or to the mind,vẻ đẹp,True,False,beauteous; beauteously; beautician; beautiful; beautifully; beautify,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngoại hình và trang phục,Cơ thể và ngoại hình
