word,pos,meaning_en,meaning_vi,structure,kind,base,ipa,ipa_status,meaning_vi_source,thanh_phan_1,thanh_phan_2,thanh_phan_3,thanh_phan_4,thanh_phan_5,thanh_phan_6,loai_ket_hop,so_thanh_phan,nguon,trong_morphlink,co_affix,noun_type,noun_so_nhieu,adj_so_sanh_hon,adj_so_sanh_nhat,adj_ghi_chu,verb_hien_tai_don,verb_gerund,verb_qua_khu,verb_pp,so_nhieu_bat_quy_tac,dong_tu_bat_quy_tac,multi_nghia
activate,verb,to make something such as a device or chemical process start working,để làm cho một cái gì đó như thiết bị hoặc quy trình hóa học bắt đầu hoạt động,[act]-ive-ate,root,act,/ˈæktəˌveɪt/,real,retranslated,act,-ive,-ate,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,activates,activating,activated,activated,,,
activation,noun,the act of making something such as a device or chemical process start working,hành động làm cho một cái gì đó như thiết bị hoặc quy trình hóa học bắt đầu hoạt động,[act]-ive-ate-ion,root,act,/ˌæktəˈveɪʃən/,real,retranslated,act,-ive,-ate,-ion,,,Root + Suffix + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,N[C],activations,,,,,,,,,,
active,adjective,"always busy doing things, especially physical activities","luôn bận rộn làm việc, đặc biệt là các hoạt động thể chất",[act]-ive,root,act,/ˈæktɪv/,real,retranslated,act,-ive,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more active,most active,,,,,,,,
actively,adverb,in an active manner,một cách chủ động,[act]-ive-ly,root,act,/ˈæktɪvɫi/,real,retranslated,act,-ive,-ly,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
activism,noun,a policy of taking direct and militant action to achieve a political or social goal,chính sách thực hiện hành động trực tiếp và quân sự để đạt được mục tiêu chính trị hoặc xã hội,[act]-ive-ism,root,act,/ˈæktɪˌvɪzəm/,real,retranslated,act,-ive,-ism,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],activisms,,,,,,,,,,
activist,noun,"a person who works to achieve political or social change, especially as a member of an organization with particular aims","một người làm việc để đạt được sự thay đổi chính trị hoặc xã hội, đặc biệt là với tư cách là thành viên của một tổ chức có mục đích cụ thể",[act]-ive-ist,root,act,/ˈæktəvəst/,real,retranslated,act,-ive,-ist,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],activists,,,,,,,,,,
activity,noun,a thing that you do for interest or pleasure,một điều mà bạn làm vì sở thích hoặc niềm vui,[act]-ive-ity,root,act,/ækˈtɪvəti/,real,retranslated,act,-ive,-ity,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],activities,,,,,,,,,,
actor,noun,"a person who performs on the stage, on television or in films, especially as a profession","một người biểu diễn trên sân khấu, trên truyền hình hoặc trong các bộ phim, đặc biệt là một nghề",[act]-or,root,act,/ˈæktɝ/,real,retranslated,act,-or,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],actors,,,,,,,,,,
actress,noun,"a woman who performs on the stage, on television or in films, especially as a profession","một người phụ nữ biểu diễn trên sân khấu, trên truyền hình hoặc trong các bộ phim, đặc biệt là một nghề",[act]-ess,root,act,/ˈæktɹəs/,real,retranslated,act,-ess,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],actresses,,,,,,,,,,
actual,adjective,used to emphasize something that is real or exists in fact,được sử dụng để nhấn mạnh một cái gì đó có thật hoặc tồn tại trên thực tế,[act]-al,root,act,/ˈækʃəɫ/,real,retranslated,act,-al,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more actual,most actual,,,,,,,,
actuality,noun,the state of actually existing objectively,trạng thái thực sự tồn tại một cách khách quan,[act]-al-ity,root,act,/ˌæktʃuˈæɫəˌti/,real,retranslated,act,-al,-ity,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],actualities,,,,,,,,,,
actually,adverb,"used in speaking to emphasize a fact or a comment, or that something is really true","được sử dụng khi nói để nhấn mạnh một sự thật hoặc một nhận xét, hoặc một điều gì đó thực sự đúng",[act]-al-y,root,act,/ˈækˌtʃuəɫi/,real,retranslated,act,-al,-y,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
actuarial,adjective,relating to the statistical calculation of insurance risks and premiums,liên quan đến việc tính toán rủi ro và phí bảo hiểm bằng thống kê (nghiệp vụ định phí bảo hiểm),[act]-ory-al,root,act,/ˌækˌtʃuˈɛɹiəɫ/,real,audit-rewritten,act,-ory,-al,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more actuarial,most actuarial,,,,,,,,
actuarially,adverb,in a way relating to actuarial calculations (the statistical assessment of insurance risk),theo cách liên quan đến tính toán định phí bảo hiểm,[act]-ory-al-ly,root,act,/ˌæktʃuːˈeəɹɪəli/,real,audit-rewritten,act,-ory,-al,-ly,,,Root + Suffix + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
actuary,noun,someone versed in the collection and interpretation of numerical data (especially someone who uses statistics to calculate insurance premiums),một người thành thạo trong việc thu thập và giải thích dữ liệu số học (đặc biệt là người sử dụng số liệu thống kê để tính phí bảo hiểm),[act]-ory,root,act,/ˈæktʃuˈɛˌɹi/,real,retranslated,act,-ory,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],actuaries,,,,,,,,,,
actuate,verb,to put in motion or move to act,khởi động hoặc di chuyển để hành động,[act]-ate,root,act,/ˈækˌtʃuˈeɪt/,real,retranslated,act,-ate,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,actuates,actuating,actuated,actuated,,,
acutely,adverb,having a rapid onset,khởi phát nhanh,[acute]-ly,root,acute,/əkˈjutɫi/,real,retranslated,acute,-ly,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
acuteness,noun,the quality of having a sharp edge or point,chất lượng của việc có một cạnh hoặc điểm sắc nét,[acute]-ness,root,acute,/əkˈjutnəs/,real,retranslated,acute,-ness,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[U],,,,,,,,,,,
adaptability,noun,the ability to change (or be changed) to fit changed circumstances,khả năng thay đổi (hoặc được thay đổi) để phù hợp với hoàn cảnh đã thay đổi,[adapt]-able-ity,root,adapt,/əˌdæptəˈbɪɫəti/,real,retranslated,adapt,-able,-ity,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],adaptabilities,,,,,,,,,,
adaptable,adjective,capable of adapting (of becoming or being made suitable) to a particular situation or use,có khả năng thích ứng (trở thành hoặc được làm cho phù hợp) với một tình huống hoặc cách sử dụng cụ thể,[adapt]-able,root,adapt,/əˈdæptəbəɫ/,real,retranslated,adapt,-able,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more adaptable,most adaptable,,,,,,,,
adaptation,noun,"the action or process of changing something, or of being changed, to suit a new purpose or situation","hành động hoặc quá trình thay đổi một cái gì đó, hoặc bị thay đổi, để phù hợp với một mục đích hoặc tình huống mới",[adapt]-ion,root,adapt,/ˌædəpˈteɪʃən/,real,retranslated,adapt,-ion,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],adaptations,,,,,,,,,,
adapter,noun,device that enables something to be used in a way different from that for which it was intended or makes different pieces of apparatus compatible,thiết bị cho phép một cái gì đó được sử dụng theo cách khác với cách mà nó được dự định hoặc làm cho các bộ phận khác nhau của thiết bị tương thích,[adapt]-er,root,adapt,/əˈdæptɝ/,real,retranslated,adapt,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],adapters,,,,,,,,,,
adaptive,adjective,able to adjust to new conditions; capable of adapting,"có khả năng thích nghi, dễ thích ứng",adapt-ive,root,adapt,/əˈdæptɪv/,"generated (eng_to_ipa/CMUdict, algorithmic)",audit-rewritten,adapt,-ive,,,,,Root + Suffix,2,Sinh mới (wordfreq ≥ 3.2),chưa,có,,,more adaptive,most adaptive,,,,,,,,
addition,noun,a thing that is added to something else,một thứ được thêm vào một thứ khác,[add]-ion,root,add,/əˈdɪʃən/,real,retranslated,add,-ion,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],additions,,,,,,,,,,
additional,adjective,more than was first mentioned or is usual,nhiều hơn so với lần đầu tiên được đề cập hoặc bình thường,[add]-ion-al,root,add,/əˈdɪʃənəɫ/,real,retranslated,add,-ion,-al,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more additional,most additional,,,,,,,,
additionally,adverb,in a way that is more than was first mentioned or is usual,theo cách nhiều hơn so với lần đầu tiên được đề cập hoặc thông thường,[add]-ion-al-ly,root,add,/əˈdɪʃəˌnəɫi/,real,retranslated,add,-ion,-al,-ly,,,Root + Suffix + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
additive,adjective,characterized or produced by addition,đặc trưng hoặc được tạo ra bằng cách bổ sung,[add]-ive,root,add,/ˈædətɪv/,real,retranslated,add,-ive,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more additive,most additive,,,,,,,,
addressee,noun,one to whom something is addressed,một người mà điều gì đó được giải quyết,[address]-ee,root,address,/ˌædɹɛˈsi/,real,retranslated,address,-ee,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],addressees,,,,,,,,,,
adequately,adverb,in a way that is enough or satisfactory for a particular purpose,"một cách đầy đủ, thỏa đáng",adequate-ly,root,adequate,/ˈædəkwɪtli/,"generated (eng_to_ipa/CMUdict, algorithmic)",audit-rewritten,adequate,-ly,,,,,Word + Suffix,2,Sinh mới (wordfreq ≥ 3.2),chưa,có,,,,,,,,,,,,
adjoin,verb,to attach or add,để đính kèm hoặc thêm,a-[join],root,join,/əˈdʒɔɪn/,real,retranslated,a-,join,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,adjoins,adjoining,adjoined,adjoined,,,
adjudge,verb,to declare to be,tuyên bố là,a-[judge],root,judge,/əˈdʒədʒ/,real,retranslated,a-,judge,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,adjudges,adjudging,adjudged,adjudged,,,
adjust,verb,to change something slightly to make it more suitable for a new set of conditions or to make it work better,để thay đổi một cái gì đó một chút để làm cho nó phù hợp hơn cho một tập hợp các điều kiện mới hoặc để làm cho nó hoạt động tốt hơn,a-[just],root,just,/əˈdʒəst/,real,retranslated,a-,just,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,adjusts,adjusting,adjusted,adjusted,,,
adjustable,adjective,capable of being regulated,có khả năng được quản lý,a-[just]-able,root,just,/əˈdʒəstəbəɫ/,real,retranslated,a-,just,-able,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more adjustable,most adjustable,,,,,,,,
adjuster,noun,one who investigates insurance claims or claims for damages and recommends an effective settlement,một người điều tra các yêu cầu bồi thường bảo hiểm hoặc yêu cầu bồi thường thiệt hại và đề xuất một thỏa thuận giải quyết hiệu quả,a-[just]-er,root,just,/əˈdʒəstɝ/,real,retranslated,a-,just,-er,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],adjusters,,,,,,,,,,
adjustment,noun,a small change made to something in order to correct or improve it,một thay đổi nhỏ được thực hiện cho một cái gì đó để sửa chữa hoặc cải thiện nó,a-[just]-ment,root,just,/əˈdʒəstmənt/,real,retranslated,a-,just,-ment,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],adjustments,,,,,,,,,,
adman,noun,someone whose business is advertising,người có hoạt động kinh doanh đang quảng cáo,[ad+man],compound,ad+man,/ˈædmən/,real,retranslated,ad,man,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],admen,,,,,,,,,,
administer,verb,"to manage and organize the affairs of a company, an organization, a country, etc.","để quản lý và tổ chức các công việc của một công ty, một tổ chức, một quốc gia, v.v",a-[minister],root,minister,/ədˈmɪnəstɝ/,real,retranslated,a-,minister,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,administers,administering,administered,administered,,,
administration,noun,"the activities involved in managing and organizing a business, school, or other organization; also, the group of people who run a country's government during a particular leader's term","các hoạt động quản lý, tổ chức và điều hành một doanh nghiệp, trường học hay tổ chức khác; cũng chỉ chính quyền điều hành một quốc gia trong nhiệm kỳ của một nhà lãnh đạo",a-[minister]-ate-ion,root,minister,/ædˌmɪnɪˈstɹeɪʃən/,real,retranslated,a-,minister,-ate,-ion,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,N[C],administrations,,,,,,,,,,
administrative,adjective,connected with organizing the work of a business or an institution,liên quan đến việc tổ chức công việc của một doanh nghiệp hoặc một tổ chức,a-[minister]-ate-ive,root,minister,/ədˈmɪnəˌstɹeɪtɪv/,real,retranslated,a-,minister,-ate,-ive,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,more administrative,most administrative,,,,,,,,
administratively,adverb,by or for an administrator,bởi hoặc cho quản trị viên,a-[minister]-ate-ive-ly,root,minister,/ædˌmɪnəˈstɹeɪtɪvɫi/,real,retranslated,a-,minister,-ate,-ive,-ly,,Prefix + Root + Suffix + Suffix + Suffix,5,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
administrator,noun,"a person whose job is to manage and organize the public or business affairs of a company or an institution, or a person who works in an office dealing with records, accounts, etc.","một người có nhiệm vụ quản lý và tổ chức các công việc công cộng hoặc kinh doanh của một công ty hoặc một tổ chức, hoặc một người làm việc trong một văn phòng xử lý hồ sơ, tài khoản, v.v",a-[minister]-ate-or,root,minister,/ədˈmɪnəˌstɹeɪtɝ/,real,retranslated,a-,minister,-ate,-or,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,N[C],administrators,,,,,,,,,,
admirable,adjective,deserving of the highest esteem or admiration,xứng đáng được đánh giá cao nhất hoặc ngưỡng mộ,[admire]-able,root,admire,/ˈædmɝəbəɫ/,real,retranslated,admire,-able,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more admirable,most admirable,,,,,,,,
admirably,adverb,in an admirable manner,một cách đáng ngưỡng mộ,[admire]-able-y,root,admire,/ˈædmɝəbɫi/,real,retranslated,admire,-able,-y,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
admiration,noun,a favorable judgment,một phán đoán có lợi,[admire]-ion,root,admire,/ˌædmɝˈeɪʃən/,real,retranslated,admire,-ion,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],admirations,,,,,,,,,,
admirer,noun,"someone who admires another person, meaning they are romantically interested","một người ngưỡng mộ người khác, có nghĩa là họ quan tâm đến tình cảm",[admire]-er,root,admire,/ædˈmaɪɹɝ/,real,retranslated,admire,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],admirers,,,,,,,,,,
admiringly,adverb,with admiration,với sự ngưỡng mộ,[admire]-ly,root,admire,/ædˈmaɪɹɪŋɫi/,real,retranslated,admire,-ing,-ly,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
admissibility,noun,acceptability by virtue of being admissible,được chấp nhận nhờ khả năng được chấp nhận,[admit]-able-ity,root,admit,/ədˌmɪsəˈbɪɫəti/,real,retranslated,admit,-able,-ity,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],admissibilities,,,,,,,,,,
admissible,adjective,deserving to be admitted,xứng đáng được thừa nhận,[admit]-able,root,admit,/ədˈmɪsəbəɫ/,real,retranslated,admit,-able,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more admissible,most admissible,,,,,,,,
admission,noun,"the act of accepting somebody into an institution, organization, etc.; the right to enter a place or to join an institution or organization","hành động chấp nhận ai đó vào một tổ chức, tổ chức, v.v.; quyền vào một địa điểm hoặc tham gia một tổ chức hoặc tổ chức",[admit]-ion,root,admit,/ædˈmɪʃən/,real,retranslated,admit,-ion,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],admissions,,,,,,,,,,
